UserID,UserName,Age,Gender,Email,AgeGroup,EnrollmentCount,LearnerSegment
U02283,kristi24,16,Male,jesse44@hotmail.com,<18,1,Single-course
U02284,tylerjessica,28,Male,terrychristopher@yahoo.com,26-35,13,Highly Active
U02285,garciaeric,28,Female,lauralawrence@hotmail.com,26-35,2,Moderate
U02286,erin17,32,Female,rodney02@outlook.com,26-35,1,Single-course
U02287,stonedana,22,Male,mitchell70@outlook.com,18-25,1,Single-course
U02288,hvega,32,Female,danwebb@hotmail.com,26-35,15,Highly Active
U02289,vanessa26,15,Male,richard84@gmail.com,<18,1,Single-course
U02290,jennifer26,25,Male,smithlori@outlook.com,18-25,15,Highly Active
U02291,shelleypeters,31,Female,amy97@hotmail.com,26-35,2,Moderate
U02292,michelle07,30,Male,williamsandrea@gmail.com,26-35,1,Single-course
U02293,susan33,30,Female,cunninghambrian@hotmail.com,26-35,1,Single-course
U02294,richardmathews,26,Male,boyermelissa@hotmail.com,26-35,1,Single-course
U02295,karen59,33,Male,bishopjohn@yahoo.com,26-35,1,Single-course
U02296,markruiz,27,Female,jasonmacias@hotmail.com,26-35,1,Single-course
U02297,nicholas54,28,Male,donaldnelson@outlook.com,26-35,1,Single-course
U02298,william10,22,Female,inichols@hotmail.com,18-25,1,Single-course
U02299,millstodd,35,Female,jessica19@yahoo.com,26-35,2,Moderate
U02300,mccluremary,35,Male,john38@gmail.com,26-35,15,Highly Active
U02301,mary05,18,Female,sjohnson@hotmail.com,18-25,13,Highly Active
U02302,adamsheather,30,Male,erica01@hotmail.com,26-35,2,Moderate
U02303,dave44,34,Male,dmiller@hotmail.com,26-35,1,Single-course
U02304,tracy30,21,Male,lisaallen@hotmail.com,18-25,1,Single-course
U02305,hlee,19,Female,meyerchristopher@hotmail.com,18-25,1,Single-course
U02306,elane,18,Female,vanessa85@gmail.com,18-25,13,Highly Active
U02307,fieldsbarbara,22,Male,tanya86@gmail.com,18-25,1,Single-course
U02308,farrellfaith,15,Female,mcmahonpaul@hotmail.com,<18,1,Single-course
U02309,butlerjohn,23,Female,jimenezgina@hotmail.com,18-25,3,Moderate
U02310,alexandernichols,15,Male,cindyjones@gmail.com,<18,1,Single-course
U02311,marshallderek,23,Female,usingh@yahoo.com,18-25,3,Moderate
U02312,andrewwallace,28,Male,carlosmiller@yahoo.com,26-35,1,Single-course
U02313,fmccullough,24,Female,greerlindsay@gmail.com,18-25,1,Single-course
U02314,weaverkimberly,29,Male,williamsalison@gmail.com,26-35,1,Single-course
U02315,marissawright,34,Male,timothy02@gmail.com,26-35,14,Highly Active
U02316,ryanjones,31,Female,jesse37@outlook.com,26-35,2,Moderate
U02317,ashleyjefferson,18,Male,marypeterson@yahoo.com,18-25,2,Moderate
U02318,kaylaedwards,24,Female,bryan70@gmail.com,18-25,1,Single-course
U02319,zstokes,24,Female,sgordon@yahoo.com,18-25,1,Single-course
U02320,warrennicole,17,Male,sanchezjason@outlook.com,<18,3,Moderate
U02321,bberger,26,Female,johnstonkimberly@yahoo.com,26-35,2,Moderate
U02322,alexander51,28,Female,alex67@gmail.com,26-35,1,Single-course
U02323,rrodriguez,29,Female,mark56@gmail.com,26-35,1,Single-course
U02324,destiny85,34,Female,jimenezgregory@hotmail.com,26-35,3,Moderate
U02325,charles25,15,Male,gcarney@hotmail.com,<18,1,Single-course
U02326,laurenmartinez,32,Male,brianpierce@hotmail.com,26-35,2,Moderate
U02327,richard59,29,Male,psavage@outlook.com,26-35,1,Single-course
U02328,wmorris,22,Female,katherinemason@gmail.com,18-25,3,Moderate
U02329,julie53,35,Male,dpowell@outlook.com,26-35,1,Single-course
U02330,grace46,29,Female,jeremy44@outlook.com,26-35,1,Single-course
U02331,xschwartz,25,Female,yfuller@hotmail.com,18-25,2,Moderate
U02332,griffinjon,23,Male,johnsonashley@hotmail.com,18-25,2,Moderate
U02333,heatherwilcox,32,Female,theresa63@outlook.com,26-35,3,Moderate
U02334,qcooper,23,Female,xcoleman@hotmail.com,18-25,2,Moderate
U02335,bbean,25,Female,rfloyd@gmail.com,18-25,1,Single-course
U02336,xjones,17,Female,kylerodriguez@yahoo.com,<18,14,Highly Active
U02337,zunigacassandra,18,Female,david03@gmail.com,18-25,13,Highly Active
U02338,cobbkatherine,29,Female,brenda04@yahoo.com,26-35,1,Single-course
U02339,jacobsonpatrick,33,Female,alexandrawalker@gmail.com,26-35,1,Single-course
U02340,christineyates,20,Male,carnold@outlook.com,18-25,2,Moderate
U02341,jonathangarcia,17,Male,jamesryan@gmail.com,<18,13,Highly Active
U02342,djenkins,21,Male,gomezelizabeth@outlook.com,18-25,2,Moderate
U02343,sarah37,29,Male,jonesbeth@outlook.com,26-35,4,Moderate
U02344,william94,26,Male,andrewwhite@yahoo.com,26-35,14,Highly Active
U02345,sherrylambert,31,Male,rvega@gmail.com,26-35,13,Highly Active
U02346,mistychan,34,Male,fernando37@hotmail.com,26-35,1,Single-course
U02347,maryterry,27,Male,misty50@gmail.com,26-35,1,Single-course
U02348,sarahdean,20,Male,richardsonnicholas@yahoo.com,18-25,1,Single-course
U02349,hmcguire,27,Male,jennifersanchez@gmail.com,26-35,14,Highly Active
U02350,matthew42,31,Female,melinda98@outlook.com,26-35,2,Moderate
U02351,cindyking,22,Female,colleen26@hotmail.com,18-25,2,Moderate
U02352,atkinslisa,30,Female,powellsean@gmail.com,26-35,3,Moderate
U02353,zleonard,16,Male,ialvarez@gmail.com,<18,1,Single-course
U02354,melinda15,29,Female,allison85@outlook.com,26-35,1,Single-course
U02355,kathryn89,32,Female,eileenmason@hotmail.com,26-35,1,Single-course
U02356,wjimenez,35,Male,stevencampbell@gmail.com,26-35,1,Single-course
U02357,tanya99,28,Female,malloryturner@yahoo.com,26-35,2,Moderate
U02358,cruzzachary,22,Male,palmerwhitney@yahoo.com,18-25,4,Moderate
U02359,martinstacey,32,Female,singhlisa@yahoo.com,26-35,2,Moderate
U02360,martin48,18,Female,william32@hotmail.com,18-25,1,Single-course
U02361,timothyperez,26,Female,jennifer23@hotmail.com,26-35,2,Moderate
U02362,julie09,33,Female,christopher48@hotmail.com,26-35,1,Single-course
U02363,lisaschmidt,15,Male,madeline47@yahoo.com,<18,1,Single-course
U02364,andrewjackson,29,Female,john07@outlook.com,26-35,1,Single-course
U02365,nstanton,34,Female,vancefrank@yahoo.com,26-35,1,Single-course
U02366,willierichardson,19,Female,hector56@yahoo.com,18-25,1,Single-course
U02367,ccooper,25,Male,carterkristina@hotmail.com,18-25,1,Single-course
U02368,amanda92,31,Male,kbarnes@yahoo.com,26-35,4,Moderate
U02369,jennifer31,16,Male,jonathanjenkins@yahoo.com,<18,2,Moderate
U02370,zray,24,Male,curtiswendy@gmail.com,18-25,14,Highly Active
U02371,nicole03,34,Female,vellis@gmail.com,26-35,12,Highly Active
U02372,kevinmunoz,35,Male,travislewis@outlook.com,26-35,3,Moderate
U02373,tommymiller,22,Male,robert31@gmail.com,18-25,2,Moderate
U02374,herreradavid,22,Male,chadtrujillo@gmail.com,18-25,3,Moderate
U02375,jamesvelazquez,33,Female,loriolson@yahoo.com,26-35,1,Single-course
U02376,sharon88,19,Female,qshaffer@gmail.com,18-25,1,Single-course
U02377,cnavarro,35,Male,kristinhines@gmail.com,26-35,2,Moderate
U02378,kevin20,23,Male,michaelbruce@hotmail.com,18-25,1,Single-course
U02379,billydonovan,20,Male,williamstracy@outlook.com,18-25,2,Moderate
U02380,stephenyoung,24,Female,codyperez@outlook.com,18-25,3,Moderate
U02381,hhale,31,Female,anthonyorr@yahoo.com,26-35,1,Single-course
U02382,tiffany23,32,Male,torreschristopher@gmail.com,26-35,1,Single-course
U02383,ewilson,21,Male,oarmstrong@gmail.com,18-25,1,Single-course
U02384,oliverlori,22,Male,cochranjason@gmail.com,18-25,3,Moderate
U02385,laurasullivan,30,Male,anna98@hotmail.com,26-35,1,Single-course
U02386,anna29,35,Male,smithkim@hotmail.com,26-35,4,Moderate
U02387,jacobhall,31,Male,vmcbride@yahoo.com,26-35,1,Single-course
U02388,donald35,23,Male,austin14@hotmail.com,18-25,1,Single-course
U02389,edward86,33,Male,uperry@hotmail.com,26-35,2,Moderate
U02390,jmurphy,28,Female,brooksjames@hotmail.com,26-35,2,Moderate
U02391,tinathomas,20,Female,jonathanwagner@outlook.com,18-25,1,Single-course
U02392,jacobsonjason,21,Male,kjordan@hotmail.com,18-25,2,Moderate
U02393,angela68,18,Male,daniel11@outlook.com,18-25,1,Single-course
U02394,edwardscolton,35,Male,hicksbrian@outlook.com,26-35,1,Single-course
U02395,bcox,32,Female,lrobles@outlook.com,26-35,3,Moderate
U02396,jody90,16,Female,vhanson@gmail.com,<18,1,Single-course
U02397,qalvarado,22,Male,campbellmichelle@gmail.com,18-25,1,Single-course
U02398,richardsonstephen,26,Female,qwalters@hotmail.com,26-35,2,Moderate
U02399,johnnunez,22,Male,okirk@hotmail.com,18-25,1,Single-course
U02400,rodriguezanthony,17,Male,jenniferwolf@hotmail.com,<18,1,Single-course
U02401,bturner,28,Male,marshallsuzanne@outlook.com,26-35,1,Single-course
U02402,taylor51,19,Female,pricevictor@outlook.com,18-25,1,Single-course
U02403,rivasamanda,18,Female,cclark@hotmail.com,18-25,1,Single-course
U02404,nmoreno,28,Male,dylan47@hotmail.com,26-35,2,Moderate
U02405,brooksmichael,25,Female,kavila@yahoo.com,18-25,1,Single-course
U02406,stoutjames,23,Female,combsjeffrey@gmail.com,18-25,2,Moderate
U02407,narroyo,27,Male,sandra79@outlook.com,26-35,2,Moderate
U02408,ynixon,34,Female,bbrown@hotmail.com,26-35,1,Single-course
U02409,catherine06,24,Female,rachelclark@yahoo.com,18-25,1,Single-course
U02410,vblackburn,18,Male,sandra06@yahoo.com,18-25,12,Highly Active
U02411,swansonjose,31,Female,ybutler@yahoo.com,26-35,1,Single-course
U02412,kirbycharles,15,Female,robin34@hotmail.com,<18,1,Single-course
U02413,umata,25,Male,angela36@gmail.com,18-25,2,Moderate
U02414,jessica21,21,Male,reneeperez@yahoo.com,18-25,3,Moderate
U02415,matthewchaney,33,Male,angela30@hotmail.com,26-35,11,Highly Active
U02416,jessica99,24,Female,allenrodriguez@yahoo.com,18-25,1,Single-course
U02417,leslienolan,34,Female,broth@yahoo.com,26-35,1,Single-course
U02418,carrollmartin,23,Male,randysanchez@yahoo.com,18-25,1,Single-course
U02419,ujones,17,Female,wilsonmark@gmail.com,<18,1,Single-course
U02420,valdezbarbara,20,Female,canthony@gmail.com,18-25,1,Single-course
U02421,brownsteven,15,Female,hramos@hotmail.com,<18,1,Single-course
U02422,bridgetrivera,21,Female,vanessawhitehead@hotmail.com,18-25,1,Single-course
U02423,bassemily,32,Female,nswanson@hotmail.com,26-35,2,Moderate
U02424,chadcollins,31,Female,qbauer@yahoo.com,26-35,1,Single-course
U02425,brittany68,24,Female,woodsjordan@outlook.com,18-25,2,Moderate
U02426,lindamiller,19,Female,julie78@outlook.com,18-25,1,Single-course
U02427,vincent89,31,Female,lorihernandez@hotmail.com,26-35,15,Highly Active
U02428,buckandrea,30,Male,emmacarr@yahoo.com,26-35,2,Moderate
U02429,kylie71,30,Female,johnmorales@gmail.com,26-35,3,Moderate
U02430,brianhunter,29,Male,ramirezchristine@outlook.com,26-35,1,Single-course
U02431,jamesturner,16,Male,phillipblack@yahoo.com,<18,1,Single-course
U02432,gyoung,30,Female,bgonzalez@outlook.com,26-35,15,Highly Active
U02433,snowjoseph,15,Female,lisa03@yahoo.com,<18,1,Single-course
U02434,mooremathew,31,Male,john15@yahoo.com,26-35,1,Single-course
U02435,destiny40,17,Male,veronica90@gmail.com,<18,1,Single-course
U02436,janet40,16,Male,brownpatty@outlook.com,<18,3,Moderate
U02437,trevortorres,15,Male,jamie99@gmail.com,<18,1,Single-course
U02438,millersandra,28,Female,daniel65@gmail.com,26-35,1,Single-course
U02439,stokestiffany,22,Female,longlisa@gmail.com,18-25,1,Single-course
U02440,foxleah,26,Female,clarkfrancisco@hotmail.com,26-35,1,Single-course
U02441,rebekahtate,33,Male,donaldmorton@hotmail.com,26-35,1,Single-course
U02442,madisonmoore,23,Male,boothjames@hotmail.com,18-25,1,Single-course
U02443,jeremy50,22,Female,warnermichael@gmail.com,18-25,2,Moderate
U02444,karen32,28,Female,donaldlucas@gmail.com,26-35,1,Single-course
U02445,smithtyler,26,Female,jessica44@gmail.com,26-35,14,Highly Active
U02446,frankrobinson,29,Male,kristinyu@outlook.com,26-35,2,Moderate
U02447,johnsmith,31,Female,chelseagriffith@gmail.com,26-35,1,Single-course
U02448,bendertrevor,17,Male,whiteryan@outlook.com,<18,2,Moderate
U02449,sandraunderwood,32,Male,ymarquez@gmail.com,26-35,1,Single-course
U02450,kendrakirk,30,Female,michellewalker@yahoo.com,26-35,1,Single-course
U02451,vrivera,31,Male,katiespencer@hotmail.com,26-35,2,Moderate
U02452,sarah62,23,Female,jacobgarner@yahoo.com,18-25,2,Moderate
U02453,mharris,29,Female,zking@outlook.com,26-35,1,Single-course
U02454,chelseabeck,28,Male,eallen@outlook.com,26-35,2,Moderate
U02455,thompsonchristopher,34,Male,ronaldkaiser@outlook.com,26-35,1,Single-course
U02456,tristanwood,35,Male,jacobsonpeter@gmail.com,26-35,1,Single-course
U02457,melindahill,31,Female,icervantes@gmail.com,26-35,1,Single-course
U02458,ushelton,26,Female,bensontracey@yahoo.com,26-35,2,Moderate
U02459,ayersmartha,33,Male,sharonsilva@yahoo.com,26-35,12,Highly Active
U02460,reyesashley,21,Female,jasonsnyder@gmail.com,18-25,1,Single-course
U02461,krystal97,15,Female,beckerrussell@hotmail.com,<18,2,Moderate
U02462,martinezmegan,26,Male,omiller@yahoo.com,26-35,1,Single-course
U02463,trujillocory,29,Male,kristincisneros@yahoo.com,26-35,1,Single-course
U02464,wendy76,21,Female,timothyreilly@outlook.com,18-25,1,Single-course
U02465,umccormick,27,Male,danielkelly@hotmail.com,26-35,2,Moderate
U02466,paul83,23,Male,morrisshelby@outlook.com,18-25,4,Moderate
U02467,careyroger,19,Male,justinchen@hotmail.com,18-25,1,Single-course
U02468,morriscrystal,29,Female,odombrian@gmail.com,26-35,3,Moderate
U02469,tiffany70,21,Male,jonespaul@gmail.com,18-25,2,Moderate
U02470,jillhaynes,34,Male,josephwalker@outlook.com,26-35,13,Highly Active
U02471,kelly63,16,Female,jose38@outlook.com,<18,1,Single-course
U02472,tina16,17,Male,forbeskatie@yahoo.com,<18,1,Single-course
U02473,angela83,31,Female,scardenas@outlook.com,26-35,1,Single-course
U02474,prodriguez,27,Male,phicks@yahoo.com,26-35,1,Single-course
U02475,wilsoncynthia,35,Male,zchavez@hotmail.com,26-35,1,Single-course
U02476,wfigueroa,34,Female,reyeskaylee@gmail.com,26-35,1,Single-course
U02477,ryanrobin,17,Male,dunnangelica@gmail.com,<18,1,Single-course
U02478,ryan22,30,Male,carrillodawn@outlook.com,26-35,2,Moderate
U02479,scottadams,19,Female,matakimberly@gmail.com,18-25,4,Moderate
U02480,walshjerry,35,Male,bill47@yahoo.com,26-35,1,Single-course
U02481,steven03,29,Male,teresa68@gmail.com,26-35,1,Single-course
U02482,jenniferharris,35,Male,amyperez@hotmail.com,26-35,2,Moderate
U02483,nicole09,25,Male,ahuang@hotmail.com,18-25,1,Single-course
U02484,newmanangela,25,Female,sarahburnett@gmail.com,18-25,4,Moderate
U02485,christopherstevenson,22,Male,cnavarro@hotmail.com,18-25,14,Highly Active
U02486,browntonya,29,Male,susan38@outlook.com,26-35,2,Moderate
U02487,glivingston,23,Male,brittany60@hotmail.com,18-25,1,Single-course
U02488,daniellealexander,27,Female,mcclurejames@outlook.com,26-35,1,Single-course
U02489,thompsonanne,18,Male,zwright@gmail.com,18-25,1,Single-course
U02490,xmoore,24,Female,richardbrown@yahoo.com,18-25,13,Highly Active
U02491,jameschristensen,17,Female,leekathleen@gmail.com,<18,1,Single-course
U02492,courtneytyler,19,Male,brandynorris@hotmail.com,18-25,1,Single-course
U02493,heatherwebster,22,Female,riverastanley@outlook.com,18-25,1,Single-course
U02494,cory11,32,Male,othomas@yahoo.com,26-35,1,Single-course
U02495,bdavis,28,Male,natalie97@gmail.com,26-35,2,Moderate
U02496,luke25,33,Female,raven54@gmail.com,26-35,1,Single-course
U02497,margaret73,26,Female,rushshawn@outlook.com,26-35,2,Moderate
U02498,dylan64,20,Female,qcollins@hotmail.com,18-25,1,Single-course
U02499,farrellkeith,28,Male,mcclaindana@yahoo.com,26-35,1,Single-course
U02500,brett07,29,Male,stephaniejohnson@hotmail.com,26-35,1,Single-course
U02501,ggrant,16,Female,brent60@outlook.com,<18,1,Single-course
U02502,marie50,16,Female,dianeowen@yahoo.com,<18,1,Single-course
U02503,nholt,16,Female,robert11@gmail.com,<18,2,Moderate
U02504,omoon,34,Female,gbaldwin@yahoo.com,26-35,4,Moderate
U02505,kristieharris,35,Female,lisa70@hotmail.com,26-35,1,Single-course
U02506,jasongriffin,16,Female,hendersonmichael@gmail.com,<18,1,Single-course
U02507,millerlindsay,32,Female,rossseth@gmail.com,26-35,1,Single-course
U02508,athomas,32,Male,rbailey@yahoo.com,26-35,1,Single-course
U02509,robert07,24,Male,greencheryl@hotmail.com,18-25,3,Moderate
U02510,pamela57,23,Male,bernardmorgan@hotmail.com,18-25,2,Moderate
U02511,vasquezmichael,30,Female,abates@hotmail.com,26-35,1,Single-course
U02512,qruiz,15,Female,klineelizabeth@yahoo.com,<18,14,Highly Active
U02513,thompsonmegan,23,Male,iferguson@yahoo.com,18-25,1,Single-course
U02514,brendan22,17,Male,william83@yahoo.com,<18,2,Moderate
U02515,nicole11,15,Male,theresawilliams@gmail.com,<18,11,Highly Active
U02516,gpatrick,32,Male,rbarnes@yahoo.com,26-35,1,Single-course
U02517,brenda54,30,Female,kevinhill@yahoo.com,26-35,2,Moderate
U02518,jgonzales,19,Female,tranrodney@outlook.com,18-25,1,Single-course
U02519,christina77,29,Male,vpeters@hotmail.com,26-35,2,Moderate
U02520,stephanie87,29,Male,racheljohnson@yahoo.com,26-35,1,Single-course
U02521,virginiamckee,25,Male,danielvasquez@hotmail.com,18-25,4,Moderate
U02522,lrobles,21,Female,kevinwilson@outlook.com,18-25,1,Single-course
U02523,brookscarrie,31,Male,paulcarey@outlook.com,26-35,1,Single-course
U02524,gloriarollins,32,Male,camposmaria@gmail.com,26-35,1,Single-course
U02525,thomasjulie,25,Male,johnsonjared@outlook.com,18-25,1,Single-course
U02526,maria48,30,Female,floydchad@gmail.com,26-35,2,Moderate
U02527,coleroy,32,Female,stacyhill@yahoo.com,26-35,1,Single-course
U02528,robert60,35,Male,aaronbishop@outlook.com,26-35,1,Single-course
U02529,dunnamy,17,Female,carpentercourtney@outlook.com,<18,3,Moderate
U02530,jblanchard,21,Male,dana90@outlook.com,18-25,1,Single-course
U02531,mikemcmahon,22,Female,kayla45@hotmail.com,18-25,4,Moderate
U02532,haley17,26,Male,adam37@outlook.com,26-35,1,Single-course
U02533,alan48,18,Female,patrick75@hotmail.com,18-25,1,Single-course
U02534,toddthomas,25,Female,brandon22@gmail.com,18-25,2,Moderate
U02535,scottwallace,26,Female,crystalwood@yahoo.com,26-35,2,Moderate
U02536,mark89,16,Male,jennifer15@gmail.com,<18,2,Moderate
U02537,patriciaherrera,31,Female,randerson@yahoo.com,26-35,12,Highly Active
U02538,ogregory,18,Male,meyerhenry@hotmail.com,18-25,1,Single-course
U02539,echristian,20,Female,ryan43@outlook.com,18-25,2,Moderate
U02540,dphillips,33,Female,amy41@gmail.com,26-35,15,Highly Active
U02541,rubiomichelle,18,Female,probinson@yahoo.com,18-25,13,Highly Active
U02542,zholloway,35,Female,castanedaryan@outlook.com,26-35,13,Highly Active
U02543,rayduncan,28,Male,dianamendoza@outlook.com,26-35,1,Single-course
U02544,omarhill,29,Male,laura10@outlook.com,26-35,1,Single-course
U02545,dianewebster,16,Female,urosales@outlook.com,<18,2,Moderate
U02546,smithamy,27,Female,ufrazier@yahoo.com,26-35,1,Single-course
U02547,ryanallen,30,Female,toliver@gmail.com,26-35,1,Single-course
U02548,stephenclark,25,Male,ctaylor@gmail.com,18-25,2,Moderate
U02549,andrewatkins,27,Male,annaroth@gmail.com,26-35,1,Single-course
U02550,rebeccajones,18,Male,belindaandrews@gmail.com,18-25,1,Single-course
U02551,schneidermary,25,Male,reillylee@yahoo.com,18-25,1,Single-course
U02552,donovandylan,27,Male,chambersrobert@yahoo.com,26-35,1,Single-course
U02553,richardmoreno,35,Female,elizabeth94@hotmail.com,26-35,2,Moderate
U02554,sandersmarcia,32,Male,philip02@outlook.com,26-35,1,Single-course
U02555,smithlauren,15,Male,charlestapia@hotmail.com,<18,1,Single-course
U02556,andersonraymond,18,Female,amy65@gmail.com,18-25,1,Single-course
U02557,heatherdurham,25,Female,elizabeth11@hotmail.com,18-25,1,Single-course
U02558,emily94,23,Female,bbowman@hotmail.com,18-25,4,Moderate
U02559,shermanryan,33,Female,april23@yahoo.com,26-35,1,Single-course
U02560,nicole69,22,Male,samantha87@outlook.com,18-25,1,Single-course
U02561,lewisbrian,33,Male,christinajohnson@gmail.com,26-35,1,Single-course
U02562,richardsonryan,18,Male,froberts@hotmail.com,18-25,4,Moderate
U02563,josephpatton,27,Male,cheyenneyoung@hotmail.com,26-35,1,Single-course
U02564,johnwallace,19,Female,nicoleperez@yahoo.com,18-25,13,Highly Active
U02565,hgibson,32,Male,kmay@gmail.com,26-35,1,Single-course
U02566,stevenbennett,30,Female,hayesbradley@outlook.com,26-35,14,Highly Active
U02567,jeremycunningham,35,Male,gchavez@hotmail.com,26-35,1,Single-course
U02568,parker04,33,Female,mjackson@gmail.com,26-35,2,Moderate
U02569,gomezjoseph,35,Female,natalie36@outlook.com,26-35,1,Single-course
U02570,jasonlopez,25,Female,taylorjohn@yahoo.com,18-25,1,Single-course
U02571,youngmarcus,20,Female,zwilliams@hotmail.com,18-25,1,Single-course
U02572,michaelrivera,33,Female,millermatthew@outlook.com,26-35,1,Single-course
U02573,christinaduncan,28,Female,williamsjessica@hotmail.com,26-35,1,Single-course
U02574,whitneyharris,24,Male,jeremy77@yahoo.com,18-25,1,Single-course
U02575,burtonjill,30,Female,aprilmiller@hotmail.com,26-35,2,Moderate
U02576,jlucas,17,Female,alicia11@outlook.com,<18,1,Single-course
U02577,wlogan,21,Female,dennissilva@yahoo.com,18-25,2,Moderate
U02578,dawnthomas,15,Male,dcarroll@outlook.com,<18,1,Single-course
U02579,john68,28,Female,edwardskayla@gmail.com,26-35,1,Single-course
U02580,schneidercourtney,17,Female,smithrebecca@gmail.com,<18,1,Single-course
U02581,aaronmitchell,22,Female,rwashington@yahoo.com,18-25,2,Moderate
U02582,denisefuller,23,Male,colontonya@gmail.com,18-25,15,Highly Active
U02583,benjamin13,33,Male,traceyromero@outlook.com,26-35,14,Highly Active
U02584,hobbstonya,20,Male,walkerandrea@outlook.com,18-25,2,Moderate
U02585,ashields,32,Male,weaverkatherine@outlook.com,26-35,2,Moderate
U02586,kbaker,23,Male,meganshea@hotmail.com,18-25,1,Single-course
U02587,sgonzales,30,Male,heather05@gmail.com,26-35,2,Moderate
U02588,amycortez,18,Male,stephanie24@outlook.com,18-25,1,Single-course
U02589,davidfrancis,26,Female,mercedessmith@yahoo.com,26-35,1,Single-course
U02590,michaelwilliams,20,Male,harrisonmatthew@gmail.com,18-25,2,Moderate
U02591,oberry,33,Male,catherinemalone@gmail.com,26-35,1,Single-course
U02592,gibbsbrian,15,Male,andreanewman@outlook.com,<18,2,Moderate
U02593,thunter,16,Male,uroberts@gmail.com,<18,12,Highly Active
U02594,dawn83,18,Female,jermaine63@hotmail.com,18-25,1,Single-course
U02595,jrogers,17,Male,aaron43@gmail.com,<18,1,Single-course
U02596,dickersoneugene,19,Female,kevinclements@hotmail.com,18-25,1,Single-course
U02597,tarnold,17,Female,samantha35@outlook.com,<18,2,Moderate
U02598,nicole35,25,Female,ericgallegos@outlook.com,18-25,1,Single-course
U02599,joel17,33,Female,zbrock@gmail.com,26-35,2,Moderate
U02600,howardpotter,17,Male,ngates@outlook.com,<18,3,Moderate
U02601,cabreradevin,19,Female,reiddaniel@hotmail.com,18-25,4,Moderate
U02602,mjohnson,33,Male,delacruzlori@gmail.com,26-35,13,Highly Active
U02603,fosterwilliam,31,Female,oholmes@hotmail.com,26-35,1,Single-course
U02604,ericaweaver,16,Male,nicholasmitchell@yahoo.com,<18,1,Single-course
U02605,leachkayla,22,Male,jhardin@outlook.com,18-25,12,Highly Active
U02606,phernandez,24,Male,ereeves@hotmail.com,18-25,1,Single-course
U02607,andrew44,22,Male,hunterjulie@yahoo.com,18-25,1,Single-course
U02608,tiffanylawrence,30,Male,swalsh@gmail.com,26-35,1,Single-course
U02609,robertwright,15,Male,aberger@outlook.com,<18,2,Moderate
U02610,zacharybooth,19,Male,mcmillanmarilyn@hotmail.com,18-25,1,Single-course
U02611,uschmidt,17,Female,arianayoung@outlook.com,<18,1,Single-course
U02612,acamacho,22,Male,meghanhart@outlook.com,18-25,14,Highly Active
U02613,josephsloan,23,Female,mcortez@hotmail.com,18-25,2,Moderate
U02614,caldwelljill,30,Female,pamelagutierrez@yahoo.com,26-35,13,Highly Active
U02615,valdezalyssa,33,Male,brockanna@hotmail.com,26-35,2,Moderate
U02616,shorn,19,Female,carly93@outlook.com,18-25,13,Highly Active
U02617,jameschristopher,23,Female,matthew88@hotmail.com,18-25,4,Moderate
U02618,shericrawford,23,Male,careyjeff@outlook.com,18-25,3,Moderate
U02619,jason86,24,Female,eross@gmail.com,18-25,1,Single-course
U02620,justinmurphy,30,Female,greenscott@hotmail.com,26-35,2,Moderate
U02621,psimon,34,Female,normanmatthew@yahoo.com,26-35,1,Single-course
U02622,michaelmartinez,32,Female,lindakramer@gmail.com,26-35,1,Single-course
U02623,elizabethallen,32,Female,pjohnson@gmail.com,26-35,11,Highly Active
U02624,rogersmichael,16,Female,alexis12@hotmail.com,<18,3,Moderate
U02625,gibsonanthony,22,Female,odomnicole@outlook.com,18-25,2,Moderate
U02626,katrina61,21,Female,larry61@hotmail.com,18-25,3,Moderate
U02627,sarah95,26,Female,vargaskimberly@hotmail.com,26-35,1,Single-course
U02628,oneillkyle,33,Female,bmiller@yahoo.com,26-35,1,Single-course
U02629,pateljennifer,35,Female,krausejeremy@hotmail.com,26-35,1,Single-course
U02630,ellenbruce,20,Male,khernandez@gmail.com,18-25,12,Highly Active
U02631,sandrawood,23,Male,brad59@yahoo.com,18-25,1,Single-course
U02632,eric72,22,Female,jacksonandrea@hotmail.com,18-25,1,Single-course
U02633,stephaniegray,19,Female,elizabethwilliams@outlook.com,18-25,14,Highly Active
U02634,tinaanderson,29,Female,paulaevans@yahoo.com,26-35,1,Single-course
U02635,amberjones,16,Male,erobertson@yahoo.com,<18,1,Single-course
U02636,jill35,20,Male,kelseycalderon@yahoo.com,18-25,1,Single-course
U02637,rosskevin,28,Male,kelliarnold@hotmail.com,26-35,2,Moderate
U02638,uherring,31,Female,markguerrero@hotmail.com,26-35,1,Single-course
U02639,hicksthomas,22,Female,levihudson@outlook.com,18-25,1,Single-course
U02640,denniswashington,34,Female,jason35@gmail.com,26-35,3,Moderate
U02641,moralesdaniel,30,Male,mitchellmiller@hotmail.com,26-35,1,Single-course
U02642,kleinamanda,33,Male,hpeck@hotmail.com,26-35,1,Single-course
U02643,christophersantana,17,Female,oward@gmail.com,<18,15,Highly Active
U02644,smithmelissa,23,Male,woodswilliam@yahoo.com,18-25,4,Moderate
U02645,walter34,26,Female,sonya03@hotmail.com,26-35,10,Highly Active
U02646,judygomez,26,Male,bishopcalvin@hotmail.com,26-35,2,Moderate
U02647,michael64,20,Female,ramoscarol@gmail.com,18-25,1,Single-course
U02648,walvarez,28,Female,kthomas@outlook.com,26-35,1,Single-course
